stt,url,address,name,location,confirmed,rate,votes,rest_type,special_diet,price_max,price_min
1497,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d14802893-Reviews-Ress_Kitchen_and_Pub-Hoi_An_Quang_Nam_Province.html,"211 Cửa Đại Cẩm Châu, Hội An 560000 Việt Nam",Ress Kitchen and Pub,Tỉnh Quảng Nam,Y,5.0,49,"Kiểu Âu, Kiểu Việt, Kiểu Á",Y,65000.0,20000.0
1498,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12416984-Reviews-Blu_Mart_Greek_Souvlaki_Bakery-Hoi_An_Quang_Nam_Province.html,"7 Thái Phiên Bãi Biển An Bằng, Hội An 560000 Việt Nam",Blu Mart Greek Souvlaki & Bakery,Tỉnh Quảng Nam,Y,4.5,80,"Kiểu Địa Trung Hải, Kiểu Hy Lạp",Y,2325581.0,116279.0
1499,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d2714983-Reviews-Wrap_and_Roll-Hoi_An_Quang_Nam_Province.html,"07 Nguyễn Phúc Chu, Hội An Việt Nam",Wrap and Roll,Tỉnh Quảng Nam,Y,4.5,147,"Kiểu Á, Kiểu Việt",Y,,
1500,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12703247-Reviews-The_Juicery_Hoi_An-Hoi_An_Quang_Nam_Province.html,"113 Tran Cao Van, Hội An 56000 Việt Nam",The Juicery Hoi An,Tỉnh Quảng Nam,Y,5.0,52,"Kiểu Âu, Cà phê, Tốt cho sức khỏe",Y,,
1501,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12437694-Reviews-Dolphin_Kitchen_Bar-Hoi_An_Quang_Nam_Province.html,"Biển An Bàng, Hội An 563865 Việt Nam",Dolphin Kitchen & Bar,Tỉnh Quảng Nam,Y,4.5,83,"Kiểu Mỹ, Hải sản, Kiểu Âu, Kiểu Việt, Quầy bar, Kiểu Á, Quán rượu",Y,186047.0,69767.0
1502,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d13359449-Reviews-Red_snapper-Hoi_An_Quang_Nam_Province.html,"82 Bạch Đằng, Hội An Việt Nam",Red snapper,Tỉnh Quảng Nam,Y,4.5,167,"Pizza, Hải sản, Kiểu Việt, Kiểu Á, Cửa hàng thức ăn ngon",Y,139535.0,46512.0
1503,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d16913840-Reviews-Chim_Sao_Hoi_An-Hoi_An_Quang_Nam_Province.html,"45 Lạc Long Quân Cửa Đại, Hội An 560000 Việt Nam",Chim Sáo Hội An,Tỉnh Quảng Nam,Y,5.0,45,"Hải sản, Đồ nướng, Kiểu Á, Kiểu Việt",Y,370000.0,45000.0
1504,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d8617670-Reviews-Gold_Moon_Restaurant-Hoi_An_Quang_Nam_Province.html,"45 Nguyễn Phúc Chu Minh An, Hội An 560000 Việt Nam",Nhà Hàng Trăng Vàng,Tỉnh Quảng Nam,Y,4.0,279,"Kiểu Mỹ, Kiểu Âu, Kiểu Á",Y,9.0,2.0
1505,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d15190086-Reviews-Hai_Ho_Restaurant_Bar-Hoi_An_Quang_Nam_Province.html,"Đường Lạc Long Quân, Hội An 560000 Việt Nam",Nhà Hàng & Bar Hải Hồ,Tỉnh Quảng Nam,Y,5.0,45,"Hải sản, Kiểu Á, Kiểu Việt",Y,139535.0,46512.0
1506,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d10205170-Reviews-Ong_Hai_Mr_Hai_Restaurant-Hoi_An_Quang_Nam_Province.html,"6A Trương Minh Lượng, Hội An Việt Nam",Mì Quảng Ông Hai,Tỉnh Quảng Nam,N,4.5,65,"Kiểu Việt, Kiểu Á",N,,
1507,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1751298-Reviews-Thi_Nhan_Seafood_Restaurant-Hoi_An_Quang_Nam_Province.html,"Vo Chi Cong Street Cam Chau Ward, Hội An 560000 Việt Nam",Thi Nhan Seafood Restaurant,Tỉnh Quảng Nam,Y,4.5,74,"Hải sản, Kiểu Á, Kiểu Việt",N,,
1508,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d14058853-Reviews-Morning_Glory_Two-Hoi_An_Quang_Nam_Province.html,"105 Nguyễn Thái Học, Hội An 560000 Việt Nam",Morning Glory Two,Tỉnh Quảng Nam,N,4.5,112,"Kiểu Việt, Kiểu Á",Y,195000.0,35000.0
1509,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d10044173-Reviews-Cao_Lau_Khong_Gian_Xanh-Hoi_An_Quang_Nam_Province.html,"687 Hai Bà Trưng, Hội An 560000 Việt Nam",Cao Lầu Không Gian Xanh,Tỉnh Quảng Nam,N,4.5,101,"Quốc tế, Kiểu Việt",N,,
1510,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d15263968-Reviews-Cafe_Tranh_Cat_Bui_Restaurant-Hoi_An_Quang_Nam_Province.html,"19 Nguyễn Hiền Tân An, Hội An 560000 Việt Nam",Cafe Tranh Cat Bui & Restaurant,Tỉnh Quảng Nam,Y,5.0,38,"Kiểu Á, Kiểu Việt",Y,,
1511,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d2342921-Reviews-Luna_d_Autunno-Hoi_An_Quang_Nam_Province.html,"6 Cam An Beach, Hội An Việt Nam",Luna d'Autunno,Tỉnh Quảng Nam,Y,4.5,126,"Kiểu Ý, Pizza, Kiểu Địa Trung Hải, Kiểu Âu",Y,,
1512,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d6440053-Reviews-Crystal_Restaurant-Hoi_An_Quang_Nam_Province.html,"420 Cua Dai St Cam Chau, Hoi An City, Hội An 0510 Việt Nam",Crystal Restaurant,Tỉnh Quảng Nam,Y,5.0,58,"Kiểu Á, Kiểu Việt",Y,,
1513,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1177389-Reviews-Tam_Tam_Cafe-Hoi_An_Quang_Nam_Province.html,"110 Nguyễn Thái Học 121 Tran Phu st, Hội An Việt Nam",Tam Tam Cafe,Tỉnh Quảng Nam,Y,4.0,834,"Cà phê, Kiểu Á, Kiểu Việt",Y,,
1514,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d10294124-Reviews-Nhan_Duyen_Vegan_Restaurant-Hoi_An_Quang_Nam_Province.html,"69 Hung Vuong Cẩm Phô, Hội An 560000 Việt Nam",Nhan Duyen Vegan Restaurant,Tỉnh Quảng Nam,Y,5.0,56,"Kiểu Á, Kiểu Việt, Tốt cho sức khỏe",Y,,
1515,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d9553185-Reviews-BBQ_Nuong_Khoi-Hoi_An_Quang_Nam_Province.html,"348 Nguyễn Duy Hiệu, Hội An Việt Nam",BBQ Nướng Khói,Tỉnh Quảng Nam,N,5.0,69,"Kiểu Việt, Đồ nướng, Kiểu Á",Y,,
1516,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d18114636-Reviews-Jack_Restaurant_Bar-Hoi_An_Quang_Nam_Province.html,"56 Phan Bội Châu, Hội An 560000 Việt Nam",Jack Restaurant & Bar,Tỉnh Quảng Nam,Y,4.5,60,"Pizza, Đồ ăn nhanh, Đồ nướng, Kiểu Việt, Quầy rượu vang, Kiểu Á",Y,20.0,5.0
1517,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1209049-Reviews-Chinh_s_Riverside_Restaurant_Hoi_An-Hoi_An_Quang_Nam_Province.html,"54 Cua Dai Road, Hội An Việt Nam",Chinh's Riverside Restaurant - Hoi An,Tỉnh Quảng Nam,Y,4.5,109,"Hải sản, Kiểu Á, Kiểu Việt",Y,,
1518,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d14789610-Reviews-Bungalow_Beach_Bar-Hoi_An_Quang_Nam_Province.html,"101 Nguyễn Phan Vinh An Tân, Cẩm An, Hội An 560000 Việt Nam",Bungalow Beach Bar,Tỉnh Quảng Nam,Y,5.0,63,"Nhà hàng bán bia, Quầy bar, Quán rượu",N,348837.0,186047.0
1519,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d4137658-Reviews-MY_LY-Hoi_An_Quang_Nam_Province.html,"2 Cuadaistreet, Hội An Việt Nam",MY LY,Tỉnh Quảng Nam,N,4.5,149,"Hải sản, Kiểu Á, Kiểu Việt",Y,,
1520,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d14061736-Reviews-Bill_Coffee_Tea-Hoi_An_Quang_Nam_Province.html,"22 Trần Hưng Đạo, Hội An 560000 Việt Nam",Pure Vina Coffee and Restaurant,Tỉnh Quảng Nam,Y,4.5,52,"Cà phê, Kiểu Việt, Tốt cho sức khỏe",Y,,
1521,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1928927-Reviews-Mr_Ba-Hoi_An_Quang_Nam_Province.html,"Nguyen Phuc Chu St,, Hội An Việt Nam",Mr Ba,Tỉnh Quảng Nam,N,5.0,60,"Kiểu Á, Kiểu Việt",Y,,
1522,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d2099309-Reviews-Hoai_Linh_Restaurant-Hoi_An_Quang_Nam_Province.html,"443 Hai Bà Trưng, Hội An Việt Nam",Quán Ăn Hoài Linh,Tỉnh Quảng Nam,N,4.0,297,Kiểu Việt,Y,,
1523,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d14789417-Reviews-Tan_Phat_Restaurant_Hoi_An-Hoi_An_Quang_Nam_Province.html,"Lạc Long Quân Cẩm An, Hội An 560000 Việt Nam",Tấn Phát Restaurant - Hoi An,Tỉnh Quảng Nam,Y,4.5,61,"Cà phê, Kiểu Á, Cửa hàng thức ăn ngon, Kiểu Việt, Kiểu Mỹ bản xứ, Hải sản",Y,9.0,2.0
1524,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d9706288-Reviews-The_H_mong_Sisters-Hoi_An_Quang_Nam_Province.html,"Bãi Biển An Bàng An Bang Beach, Lo 7, Hội An Việt Nam",The H'mong Sisters,Tỉnh Quảng Nam,Y,4.5,155,"Quầy rượu vang, Quầy bar, Hải sản, Món kết hợp",Y,,
1525,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d3170077-Reviews-Hon_Restaurant_Hoi_An-Hoi_An_Quang_Nam_Province.html,"Lạc Long Quân Cua Dai, Hội An Việt Nam",Hon Restaurant - Hoi An,Tỉnh Quảng Nam,Y,4.5,118,"Hải sản, Kiểu Á, Kiểu Việt",Y,,
1526,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1081976-Reviews-Brother_s_Cafe-Hoi_An_Quang_Nam_Province.html,"27-29 - 31 Phan Boi Chau St - hoi an Hoi An town, Quang Nam province, Hội An Việt Nam",Brother's Cafe,Tỉnh Quảng Nam,Y,4.0,993,"Kiểu Á, Kiểu Việt",Y,,
1527,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d17779831-Reviews-Madam_Lau-Hoi_An_Quang_Nam_Province.html,"59 Nguyễn Phúc Tần An Hội, Hội An 560000 Việt Nam",Madam Lau,Tỉnh Quảng Nam,N,5.0,44,"Kiểu Ý, Kiểu Việt",Y,100000.0,25000.0
1528,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d15082775-Reviews-Pizza_Boom-Hoi_An_Quang_Nam_Province.html,"110 Trần Nhân Tông, Hội An 560000 Việt Nam",Pizza Boom,Tỉnh Quảng Nam,Y,5.0,50,"Pizza, Kiểu Ý, Kiểu Mỹ, Nhà hàng bán bia, Kiểu Âu, Kiểu Á, Thịt nướng, Quán rượu, Kiểu Việt",Y,199000.0,50000.0
1529,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d6373165-Reviews-Cham_Cham-Hoi_An_Quang_Nam_Province.html,"49 Nguyen Phuc Chu, Hội An Việt Nam",Cham Cham,Tỉnh Quảng Nam,Y,4.0,306,"Kiểu Á, Kiểu Việt",Y,,
1530,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d11929616-Reviews-River_Front_Restaurant-Hoi_An_Quang_Nam_Province.html,"47 Cửa Đại, Hội An Việt Nam",River Front Restaurant,Tỉnh Quảng Nam,N,4.5,79,Kiểu Việt,Y,,
1531,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d15815391-Reviews-Hoi_An_Brewing_Company-Hoi_An_Quang_Nam_Province.html,"161 Nguyễn Duy Hiệu, Hội An 560000 Việt Nam",Hoi An Brewing Company,Tỉnh Quảng Nam,N,5.0,37,"Nhà hàng bán bia, Kiểu Thái, Quán rượu, Món kết hợp, Quầy bar",N,140000.0,65000.0
1532,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1519095-Reviews-Vinh_Hung_Restaurant-Hoi_An_Quang_Nam_Province.html,"01 Châu Thượng Văn or 147B Tran Phu St, Hội An Việt Nam",Nhà Hàng Vĩnh Hưng,Tỉnh Quảng Nam,Y,4.0,224,"Kiểu Á, Kiểu Việt",Y,348837.0,46512.0
1533,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12913344-Reviews-Chiang_Mai_Mountain_Thai_Restaurant-Hoi_An_Quang_Nam_Province.html,"91/15 Nguyễn Duy Hiệu, Hội An 560000 Việt Nam",Chiang Mai Mountain Thai Restaurant,Tỉnh Quảng Nam,Y,4.5,65,"Kiểu Mỹ, Đồ ăn nhanh, Kiểu Thái, Kiểu Việt, Quầy rượu vang, Kiểu Á",Y,120000.0,40000.0
1534,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d3877749-Reviews-Ha_lan_n_1_restaurant_hoi_an-Hoi_An_Quang_Nam_Province.html,"Stand 1, Nguyen phuc chu st., Hội An Việt Nam",Ha lan n 1 restaurant hoi an,Tỉnh Quảng Nam,N,5.0,45,"Kiểu Á, Kiểu Việt",Y,,
1535,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d5927638-Reviews-Pho_Tung-Hoi_An_Quang_Nam_Province.html,"51/7 Phan Châu Trinh, Hội An Việt Nam",Phở Tùng,Tỉnh Quảng Nam,Y,5.0,53,Kiểu Việt,N,1162790656.0,232558144.0
1536,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d8015548-Reviews-Basil_Restaurant-Hoi_An_Quang_Nam_Province.html,"28 Ba Trieu, Hội An 564070 Việt Nam",Basil Restaurant,Tỉnh Quảng Nam,N,4.5,117,"Thức ăn đường phố, Kiểu Á, Kiểu Việt",Y,,
1537,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d6165624-Reviews-Phuong_Restaurant-Hoi_An_Quang_Nam_Province.html,"536 Hai Bà Trưng, P. Cẩm Châu, Hội An Việt Nam",Phuong Restaurant Hoi An,Tỉnh Quảng Nam,Y,4.5,82,"Kiểu Việt, Súp",Y,,
1538,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d16129172-Reviews-92_Station_Restaurant_Cafe-Hoi_An_Quang_Nam_Province.html,"92 Trần Phú, Hội An 560000 Việt Nam",92 Station Restaurant & Cafe,Tỉnh Quảng Nam,Y,4.5,60,"Quầy bar, Hải sản, Kiểu Âu, Cửa hàng thức ăn ngon, Kiểu Việt, Kiểu Á",Y,500000.0,80000.0
1539,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12480707-Reviews-Pho_Viet_46_Noodle_House_Grill-Hoi_An_Quang_Nam_Province.html,"46 Cao Hồng Lãnh, Hội An Việt Nam",Nhà Hàng Phở Việt 46,Tỉnh Quảng Nam,Y,4.5,122,"Kiểu Á, Kiểu Việt, Súp",Y,8.0,3.0
1540,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d8796023-Reviews-Driftwood_Cafe-Hoi_An_Quang_Nam_Province.html,"Duong 7 An Bang Beach Village, Hội An 560000 Việt Nam",Driftwood Cafe,Tỉnh Quảng Nam,Y,4.5,116,"Kiểu Ý, Quầy bar, Pizza",Y,160000.0,60000.0
1541,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d15349690-Reviews-Madame_Nga_Restaurant-Hoi_An_Quang_Nam_Province.html,"Số 7B Bãi An Bàng, Cẩm An Taxi to An Bang beach. If you face the ocean, from the road, we are on the right 7 houses in., Hội An 563860 Việt Nam",Madame Nga Restaurant,Tỉnh Quảng Nam,Y,4.5,63,"Hải sản, Kiểu Á, Kiểu Việt",Y,,
1542,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d14108571-Reviews-Sea_Village_Restaurant-Hoi_An_Quang_Nam_Province.html,"Lô 4C, Bãi biển An Bàng, Hội An 560000 Việt Nam",Nhà Hàng Biển Làng,Tỉnh Quảng Nam,Y,5.0,48,"Hải sản, Sushi",Y,500000.0,50000.0
1543,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d2238139-Reviews-Phon_Cafe-Hoi_An_Quang_Nam_Province.html,"80B Bạch Đằng, Hội An 560000 Việt Nam",Phôn Cafe,Tỉnh Quảng Nam,N,4.5,75,Kiểu Việt,Y,200000.0,50000.0
1544,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d15582742-Reviews-Gieo_Cafe_Restaurant-Hoi_An_Quang_Nam_Province.html,"23 Nguyễn Phan Vinh Cẩm An, Hội An 560000 Việt Nam",Gieo Cafe & Restaurant,Tỉnh Quảng Nam,Y,5.0,38,"Kiểu Việt, Kiểu Á, Tốt cho sức khỏe",Y,348837.0,116279.0
1545,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d15581336-Reviews-E_Village_Food_Bar_EVillage-Hoi_An_Quang_Nam_Province.html,"79 Nguyễn Phúc Chu Phường Minh An, Hội An 560000 Việt Nam",E Village Food & Bar (EVillage),Tỉnh Quảng Nam,Y,5.0,34,Kiểu Việt,Y,220000.0,60000.0
1546,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d8107448-Reviews-Hoang_Local_Foods-Hoi_An_Quang_Nam_Province.html,"10 Đường Phạm Hồng Thái Cẩm Châu, Hội An Việt Nam",Com gà Hoàng,Tỉnh Quảng Nam,N,5.0,45,"Kiểu Úc, Kiểu Việt",Y,,
1547,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d4026145-Reviews-Red_Chilli-Hoi_An_Quang_Nam_Province.html,"Dia chi. Lac Long Quan.Str.. opposite Agribank Beach Resort, Hội An Việt Nam",Red Chilli,Tỉnh Quảng Nam,Y,5.0,40,Kiểu Việt,Y,,
1548,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d5504300-Reviews-Ben_Tau_Restaurant-Hoi_An_Quang_Nam_Province.html,"Đường Lạc Long Quân Tổ 6, Tân Thịnh, Cẩm An, Hội An 1000 Việt Nam",Nhà hàng Bến Tàu,Tỉnh Quảng Nam,N,4.5,76,"Hải sản, Kiểu Á, Kiểu Việt",Y,,
1549,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d15671086-Reviews-The_Quiet_American_Cafe_Bar-Hoi_An_Quang_Nam_Province.html,"68 Bạch Đằng Minh An, Hội An 560000 Việt Nam",The Quiet American Cafe & Bar,Tỉnh Quảng Nam,Y,5.0,32,"Đương đại, Kiểu Việt, Cà phê",N,,
1550,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d13089898-Reviews-Aira_Garden_Restaurant-Hoi_An_Quang_Nam_Province.html,"To 3, An Bang Beach Khoi An Tan, Cam An Ward, Hội An 88000 Việt Nam",Aira Garden Restaurant,Tỉnh Quảng Nam,Y,5.0,42,"Cà phê, Quốc tế, Kiểu Việt, Kiểu Á",Y,348837.0,116279.0
1551,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1568915-Reviews-Day_and_Night_Restaurant-Hoi_An_Quang_Nam_Province.html,"99 Trần Hưng Đạo Ư, Hội An 560000 Việt Nam",Nhà Hàng Đêm và ngày,Tỉnh Quảng Nam,Y,4.5,104,"Kiểu Á, Kiểu Việt",Y,,
1552,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12175853-Reviews-Cafe_Mrs_Diep-Hoi_An_Quang_Nam_Province.html,"01 Trần Phú Chợ Hội An, Hội An Việt Nam",Quán Cà Phê Bà Diệp,Tỉnh Quảng Nam,N,4.5,55,"Món kết hợp, Kiểu Á, Kiểu Việt",Y,200.0,20.0
1553,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d10832903-Reviews-M_Bistro-Hoi_An_Quang_Nam_Province.html,"141 Trần Phú, Hội An Việt Nam",M Bistro,Tỉnh Quảng Nam,Y,4.0,241,Kiểu Việt,Y,175000.0,40000.0
1554,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d14973881-Reviews-Blue_Whale_Restaurant-Hoi_An_Quang_Nam_Province.html,"6 Mai An Tiêm Cẩm An, Hội An 560000 Việt Nam",Blue Whale Restaurant,Tỉnh Quảng Nam,Y,4.5,53,"Kiểu Phi, Thịt nướng, Kiểu Úc, Kiểu Bahaas, Kiểu Afghanistan, Kiểu Á, Kiểu Việt, Hải sản",Y,348837.0,162791.0
1555,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d14011742-Reviews-Kahuna_s_Hoi_An_Beach_Club-Hoi_An_Quang_Nam_Province.html,"Nguyễn Phan Vinh Bãi Biển An Bàng, Cẩm An, Hội An 560000 Việt Nam",Kahuna's Hoi An Beach Club,Tỉnh Quảng Nam,Y,4.5,65,"Quầy bar, Quốc tế, Tốt cho sức khỏe",Y,232558.0,69767.0
1556,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d20253752-Reviews-Herbal_Pizza_Restaurant-Hoi_An_Quang_Nam_Province.html,"599 Hai Bà Trưng, Hội An Việt Nam",Herbal Pizza Restaurant,Tỉnh Quảng Nam,Y,5.0,25,"Kiểu Ý, Pizza",N,186047.0,46512.0
1557,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12962462-Reviews-Youn_s_Kitchen-Hoi_An_Quang_Nam_Province.html,"73 Nguyễn Thị Minh Khai, Hội An Việt Nam",Youn's Kitchen,Tỉnh Quảng Nam,Y,4.5,49,"Cà phê, Hải sản, Kiểu Á, Kiểu Hàn Quốc",Y,1000000.0,200000.0
1558,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d17934942-Reviews-Pho_Thu_Hoi_An-Hoi_An_Quang_Nam_Province.html,"81 Tran Hung Dao Street, Hội An 500000 Việt Nam",Pho Thu Hoi An,Tỉnh Quảng Nam,Y,5.0,28,"Kiểu Việt, Kiểu Á, Súp",N,232558.0,93023.0
1559,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d6708859-Reviews-Bun_Dau_Mam_Tom_Dau_Bac-Hoi_An_Quang_Nam_Province.html,"71 Đào Duy Từ Phường Cẩm Phô, Hội An 560000 Việt Nam",Bún Đậu Mắm Tôm Dâu Bắc,Tỉnh Quảng Nam,Y,4.5,69,Kiểu Việt,Y,100000.0,10000.0
1560,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d2052391-Reviews-The_End_of_The_World-Hoi_An_Quang_Nam_Province.html,"Phuoc Hai Fishing Village Cua Dai Beach, Hội An Việt Nam",The End of The World,Tỉnh Quảng Nam,N,4.5,73,"Kiểu Á, Hải sản, Kiểu Việt",N,,
1561,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d4379432-Reviews-Duoc_seafood_restaurant-Hoi_An_Quang_Nam_Province.html,"cầu Phước Trạch gần biển Cửa Đại cầu Phước Trạch gần biển Cửa Đại, Hội An Việt Nam",Duoc seafood restaurant,Tỉnh Quảng Nam,Y,4.5,40,"Hải sản, Kiểu Việt, Kiểu Á",N,,
1562,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d16851502-Reviews-Otta_Bistro-Hoi_An_Quang_Nam_Province.html,"490 Cửa Đại, Hội An 560000 Việt Nam",Ớtta Bistro,Tỉnh Quảng Nam,N,5.0,30,"Kiểu Âu, Kiểu Việt",N,465116.0,116279.0
1563,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d13294309-Reviews-Restaurant_HAVANA-Hoi_An_Quang_Nam_Province.html,"34 Thái Phiên, Hội An Việt Nam",Restaurant HAVANA,Tỉnh Quảng Nam,Y,5.0,38,"Kiểu Việt, Kiểu Á, Kiểu Pháp, Kiểu Âu",Y,300000.0,50000.0
1564,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d17820068-Reviews-Tra_Que_Herb_Garden-Hoi_An_Quang_Nam_Province.html,"Thôn Trà Quế, Xã Cẩm Hà, Hội An 560000 Việt Nam",Tra Que Herb Garden,Tỉnh Quảng Nam,Y,5.0,28,Cà phê,Y,,
1565,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d1762702-Reviews-Ong_Bee_lounge-Hoi_An_Quang_Nam_Province.html,"313 Nguyen Duy Hieu street, Hội An Việt Nam",Ong Bee lounge,Tỉnh Quảng Nam,Y,4.0,229,"Kiểu Á, Kiểu Việt",Y,186047.0,46512.0
1566,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d6027794-Reviews-Nha_Hang_Casa_Italia-Hoi_An_Quang_Nam_Province.html,"99 Bach Dang, Hội An Việt Nam",Nhà Hàng Casa Italia,Tỉnh Quảng Nam,Y,4.0,368,"Kiểu Ý, Pizza, Kiểu Âu",Y,,
1567,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d3367841-Reviews-Hoi_An_Restaurant_Blue_Gecko-Hoi_An_Quang_Nam_Province.html,"341/6 Nguyen Duy Hieu Street, Hội An Việt Nam",Hoi An Restaurant - Blue Gecko,Tỉnh Quảng Nam,Y,4.5,154,"Kiểu Á, Kiểu Việt, Hải sản",Y,581395.0,46512.0
1568,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12342307-Reviews-Green_Tree_Restaurant-Hoi_An_Quang_Nam_Province.html,"Cẩm An, Hội An Việt Nam",Nhà Hàng Cây Xanh,Tỉnh Quảng Nam,N,4.5,36,"Kiểu Trung Quốc, Kiểu Âu, Kiểu Á, Kiểu Trung Mỹ, Kiểu Trung Á, Hải sản, Kiểu Việt",Y,2147483647.0,116279.0
1569,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12605197-Reviews-Thy_Thy_Restaurant_Coffee-Hoi_An_Quang_Nam_Province.html,"562 Cửa Đại Phường Cẩm Châu, Hội An 563834 Việt Nam",Thy Thy Restaurant & Coffee,Tỉnh Quảng Nam,Y,5.0,39,"Cà phê, Kiểu Á, Kiểu Việt",Y,200000.0,30000.0
1570,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d3859413-Reviews-Mr_Tien_No3-Hoi_An_Quang_Nam_Province.html,"Nguyen Phuc Chu St, Hội An Việt Nam",Mr Tien No3,Tỉnh Quảng Nam,N,4.5,59,"Kiểu Á, Kiểu Việt",N,,
1571,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d12419733-Reviews-Mom_s_Kitchen_Restaurant_Local_Food_Seafood-Hoi_An_Quang_Nam_Province.html,"Tổ 7, Khối An Bàng, P. Cẩm An, Hội An Việt Nam",Mom's Kitchen Restaurant - Local Food & Seafood,Tỉnh Quảng Nam,N,4.5,39,"Nhà hàng bán bia, Hải sản, Kiểu Á, Kiểu Bữa tối, Tốt cho sức khỏe, Kiểu Việt",Y,,
1572,https://www.tripadvisor.com.vn/Restaurant_Review-g298082-d15067583-Reviews-Long_Coconut_Boat_Restaurant-Hoi_An_Quang_Nam_Province.html,"Tô 4, Thôn Vạn Lăng, Hội An 560000 Việt Nam",Long Coconut Boat & Restaurant,Tỉnh Quảng Nam,Y,5.0,25,"Kiểu Âu, Kiểu Á",Y,,
